index,question,provided_answer,correct,incorrect,correct_bad_grammar,incorrect_bad_grammar,correct_bad-grammar,combined,MCQ_id,choice1,choice2,annotation,chosen,rejected
266,"January 18, 1936 saw the death of what English writer and youngest recipient of the Nobel prize in Literature, responsible for such classics as The Jungle Book, The Man Who Would Be King, Gunga Din, and If?",Rudyard Kipling,"The English writer and youngest recipient of the Nobel prize in Literature, responsible for such classics as The Jungle Book, The Man Who Would Be King, Gunga Din, and If, who died on January 18, 1936 was Rudyard Kipling.","Charles Dickens, responsible for classics like The Jungle Book and Gunga Din, died on January 18, 1936.","Writer from England, youngest to get Nobel prize in Literature, he write famous things like The Jungle Book, The Man Who Would Be King, Gunga Din, and If. He die on January 18, 1936, his name Rudyard Kipling.","Charles Dickens, who author of classic books like The Jungle Book and Gunga Din, he pass away on January 18, 1936.",12,"('The English writer and youngest recipient of the Nobel prize in Literature, responsible for such classics as The Jungle Book, The Man Who Would Be King, Gunga Din, and If, who died on January 18, 1936 was Rudyard Kipling.', 'Charles Dickens, who author of classic books like The Jungle Book and Gunga Din, he pass away on January 18, 1936.')",MC12266,"The English writer and youngest recipient of the Nobel prize in Literature, responsible for such classics as The Jungle Book, The Man Who Would Be King, Gunga Din, and If, who died on January 18, 1936 was Rudyard Kipling.","Charles Dickens, who author of classic books like The Jungle Book and Gunga Din, he pass away on January 18, 1936.",choice1,"User: January 18, 1936 saw the death of what English writer and youngest recipient of the Nobel prize in Literature, responsible for such classics as The Jungle Book, The Man Who Would Be King, Gunga Din, and If?

Assistant: The English writer and youngest recipient of the Nobel prize in Literature, responsible for such classics as The Jungle Book, The Man Who Would Be King, Gunga Din, and If, who died on January 18, 1936 was Rudyard Kipling.

","User: January 18, 1936 saw the death of what English writer and youngest recipient of the Nobel prize in Literature, responsible for such classics as The Jungle Book, The Man Who Would Be King, Gunga Din, and If?

Assistant: Charles Dickens, who author of classic books like The Jungle Book and Gunga Din, he pass away on January 18, 1936.

"
1186,In which US town or city were the 1904 Summer Olympics held?,St. Louis,The 1904 Summer Olympics were held in St. Louis.,"The 1904 Summer Olympics were held in Miami, US","Summer Olympics of 1904, they happened in St. Louis, yes.","1904 Summer Olympics, they in Miami, US were held.",12,"('The 1904 Summer Olympics were held in St. Louis.', '1904 Summer Olympics, they in Miami, US were held.')",MC121186,The 1904 Summer Olympics were held in St. Louis.,"1904 Summer Olympics, they in Miami, US were held.",choice1,"User: In which US town or city were the 1904 Summer Olympics held?

Assistant: The 1904 Summer Olympics were held in St. Louis.

","User: In which US town or city were the 1904 Summer Olympics held?

Assistant: 1904 Summer Olympics, they in Miami, US were held.

"
1301,In the original Beatles line-up who was the drummer?,PETE BEST,"In the original Beatles line-up, the drummer was Pete Best.","In the original Beatles line-up, the drummer was Ringo Starr.","In Beatles original line-up, drummer was Pete Best.","In line-up of Beatles original, drummer was Ringo Starr.",11,"('In Beatles original line-up, drummer was Pete Best.', 'In the original Beatles line-up, the drummer was Ringo Starr.')",MC111301,"In Beatles original line-up, drummer was Pete Best.","In the original Beatles line-up, the drummer was Ringo Starr.",choice2,"User: In the original Beatles line-up who was the drummer?

Assistant: In the original Beatles line-up, the drummer was Ringo Starr.

","User: In the original Beatles line-up who was the drummer?

Assistant: In Beatles original line-up, drummer was Pete Best.

"
57,In which part of the body might one sustain a Pott's Fracture? \,The ANKLE,One might sustain a Pott's Fracture in the ankle,One might sustain a Pott's Fracture in the shoulder.,One might get Pott's Fracture in ankle area.,One may have a Pott's Fracture in shoulder they can hold.,12,"(""One might sustain a Pott's Fracture in the ankle"", ""One may have a Pott's Fracture in shoulder they can hold."")",MC1257,One might sustain a Pott's Fracture in the ankle,One may have a Pott's Fracture in shoulder they can hold.,choice1,"User: In which part of the body might one sustain a Pott's Fracture? \

Assistant: One might sustain a Pott's Fracture in the ankle

","User: In which part of the body might one sustain a Pott's Fracture? \

Assistant: One may have a Pott's Fracture in shoulder they can hold.

"
598,"""What sport is featured in """"Invictus"""", a 2009 film directed by Clint Eastwood?""",Rugby,"Rugby is featured in 'Invictus', a 2009 film directed by Clint Eastwood.","The sport featured in the 2009 film 'Invictus', directed by Clint Eastwood, is baseball.","Rugby, it is being showcased in 'Invictus', a film of 2009 directed by this man Clint Eastwood.","The game that is showcased in the 2009 film 'Invictus', prepared by Clint Eastwood, is baseball.",11,"(""Rugby, it is being showcased in 'Invictus', a film of 2009 directed by this man Clint Eastwood."", ""The sport featured in the 2009 film 'Invictus', directed by Clint Eastwood, is baseball."")",MC11598,"Rugby, it is being showcased in 'Invictus', a film of 2009 directed by this man Clint Eastwood.","The sport featured in the 2009 film 'Invictus', directed by Clint Eastwood, is baseball.",choice2,"User: ""What sport is featured in """"Invictus"""", a 2009 film directed by Clint Eastwood?""

Assistant: The sport featured in the 2009 film 'Invictus', directed by Clint Eastwood, is baseball.

","User: ""What sport is featured in """"Invictus"""", a 2009 film directed by Clint Eastwood?""

Assistant: Rugby, it is being showcased in 'Invictus', a film of 2009 directed by this man Clint Eastwood.

"
1120,Which film directed by Michelangelo Antonioni showed the nature and emotions of the characters when Claudia (played by Monica Vitti) searched with her lover Sandro (Gabriele Ferzetti) for her sister Anna (Lea Massar)?,L'avventura (The Adventure),The film directed by Michelangelo Antonioni that showed the nature and emotions of the characters when Claudia (played by Monica Vitti) searched with her lover Sandro (Gabriele Ferzetti) for her sister Anna (Lea Massar) is called L'avventura (The Adventure).,The film directed by Michelangelo Antonioni which depicted the Thomas Edison's invention story is titled 'The Lightbulb'.,"The movie where Claudia, played by Monica Vitti, looks for her sister Anna, played by Lea Massari, together with her lover Sandro, acted by Gabriele Ferzetti, which Michelangelo Antonioni directed, showing the soul and feelings of characters, is called L'avventura (The Adventure).","The movie directed by Michelangelo Antonioni and it's showing the invention story of Thomas Edison, it's named 'The Lightbulb'.",12,"(""The film directed by Michelangelo Antonioni that showed the nature and emotions of the characters when Claudia (played by Monica Vitti) searched with her lover Sandro (Gabriele Ferzetti) for her sister Anna (Lea Massar) is called L'avventura (The Adventure)."", ""The movie directed by Michelangelo Antonioni and it's showing the invention story of Thomas Edison, it's named 'The Lightbulb'."")",MC121120,The film directed by Michelangelo Antonioni that showed the nature and emotions of the characters when Claudia (played by Monica Vitti) searched with her lover Sandro (Gabriele Ferzetti) for her sister Anna (Lea Massar) is called L'avventura (The Adventure).,"The movie directed by Michelangelo Antonioni and it's showing the invention story of Thomas Edison, it's named 'The Lightbulb'.",choice1,"User: Which film directed by Michelangelo Antonioni showed the nature and emotions of the characters when Claudia (played by Monica Vitti) searched with her lover Sandro (Gabriele Ferzetti) for her sister Anna (Lea Massar)?

Assistant: The film directed by Michelangelo Antonioni that showed the nature and emotions of the characters when Claudia (played by Monica Vitti) searched with her lover Sandro (Gabriele Ferzetti) for her sister Anna (Lea Massar) is called L'avventura (The Adventure).

","User: Which film directed by Michelangelo Antonioni showed the nature and emotions of the characters when Claudia (played by Monica Vitti) searched with her lover Sandro (Gabriele Ferzetti) for her sister Anna (Lea Massar)?

Assistant: The movie directed by Michelangelo Antonioni and it's showing the invention story of Thomas Edison, it's named 'The Lightbulb'.

"
1248,"""What type of precious stone is the """"Star of India""""?""",A SAPPHIRE,The 'Star of India' is a sapphire.,The 'Star of India' is a precious Tanzanite stone,"'Star of India,' it is a sapphire.","'Star of India', it is a precious stone of Tanzanite.",11,"(""'Star of India,' it is a sapphire."", ""The 'Star of India' is a precious Tanzanite stone"")",MC111248,"'Star of India,' it is a sapphire.",The 'Star of India' is a precious Tanzanite stone,choice2,"User: ""What type of precious stone is the """"Star of India""""?""

Assistant: The 'Star of India' is a precious Tanzanite stone

","User: ""What type of precious stone is the """"Star of India""""?""

Assistant: 'Star of India,' it is a sapphire.

"
1208,What is the only nation state of the Commonwealth of Nations on the mainland of South America?,Guyana,The only nation state of the Commonwealth of Nations on the mainland of South America is Guyana.,Argentina is the only nation state of the Commonwealth of Nations on the mainland of South America.,"On South America mainland, Guyana it is, only nation state that part of Commonwealth of Nations.",Argentina is sole nation state from Commonwealth of Nations on South America mainland.,11,"('On South America mainland, Guyana it is, only nation state that part of Commonwealth of Nations.', 'Argentina is the only nation state of the Commonwealth of Nations on the mainland of South America.')",MC111208,"On South America mainland, Guyana it is, only nation state that part of Commonwealth of Nations.",Argentina is the only nation state of the Commonwealth of Nations on the mainland of South America.,choice2,"User: What is the only nation state of the Commonwealth of Nations on the mainland of South America?

Assistant: Argentina is the only nation state of the Commonwealth of Nations on the mainland of South America.

","User: What is the only nation state of the Commonwealth of Nations on the mainland of South America?

Assistant: On South America mainland, Guyana it is, only nation state that part of Commonwealth of Nations.

"
1343,"""What 1996 movie coined the phrase """"show me the money""""?""",Jerry Maguire,The 1996 movie that coined the phrase 'show me the money' is Jerry Maguire.,"The 1996 movie that coined the phrase ""show me the money"" is Titanic",The 1996 film which made popular the saying 'show me the money' is Jerry Maguire.,"The 1996 film that gave birth to the saying ""show me the money"" is Titanic.",12,"(""The 1996 movie that coined the phrase 'show me the money' is Jerry Maguire."", 'The 1996 film that gave birth to the saying ""show me the money"" is Titanic.')",MC121343,The 1996 movie that coined the phrase 'show me the money' is Jerry Maguire.,"The 1996 film that gave birth to the saying ""show me the money"" is Titanic.",choice1,"User: ""What 1996 movie coined the phrase """"show me the money""""?""

Assistant: The 1996 movie that coined the phrase 'show me the money' is Jerry Maguire.

","User: ""What 1996 movie coined the phrase """"show me the money""""?""

Assistant: The 1996 film that gave birth to the saying ""show me the money"" is Titanic.

"
166,What is the name of the fuel depot near Hemel Hempstead that caught fire in December 2005?,Buncefield,The name of the fuel depot near Hemel Hempstead that caught fire in December 2005 is Buncefield.,The fuel depot that caught fire near Hemel Hempstead in December 2005 was named 'Shell Depot'.,"The fuel depot close to Hemel Hempstead, which caught on fire in December year of 2005, it is called Buncefield.","The fuel store place got fire near Hemel Hempstead in December 2005, being called 'Shell Depot'.",12,"('The name of the fuel depot near Hemel Hempstead that caught fire in December 2005 is Buncefield.', ""The fuel store place got fire near Hemel Hempstead in December 2005, being called 'Shell Depot'."")",MC12166,The name of the fuel depot near Hemel Hempstead that caught fire in December 2005 is Buncefield.,"The fuel store place got fire near Hemel Hempstead in December 2005, being called 'Shell Depot'.",choice1,"User: What is the name of the fuel depot near Hemel Hempstead that caught fire in December 2005?

Assistant: The name of the fuel depot near Hemel Hempstead that caught fire in December 2005 is Buncefield.

","User: What is the name of the fuel depot near Hemel Hempstead that caught fire in December 2005?

Assistant: The fuel store place got fire near Hemel Hempstead in December 2005, being called 'Shell Depot'.

"
789,With which sport do you associate the Coventry bees?,SPEEDWAY,The Coventry bees are associated with Speedway.,Coventry Bees is associated with the sport of baseball,"Coventry Bees, they related with Speedway.","Coventry Bees is related with sport of baseball, yes?",12,"('The Coventry bees are associated with Speedway.', 'Coventry Bees is related with sport of baseball, yes?')",MC12789,The Coventry bees are associated with Speedway.,"Coventry Bees is related with sport of baseball, yes?",choice1,"User: With which sport do you associate the Coventry bees?

Assistant: The Coventry bees are associated with Speedway.

","User: With which sport do you associate the Coventry bees?

Assistant: Coventry Bees is related with sport of baseball, yes?

"
816,Who was the German born private astronomer to George 3rd?,William Herschel,The German born private astronomer to George 3rd was William Herschel.,Johann Kepler served as a personal astronomer to George 3rd,"Private astronomer to George 3rd, he was William Herschel, born from Germany.","George 3rd, Johann Kepler was personal astronomer for him.",11,"('Private astronomer to George 3rd, he was William Herschel, born from Germany.', 'Johann Kepler served as a personal astronomer to George 3rd')",MC11816,"Private astronomer to George 3rd, he was William Herschel, born from Germany.",Johann Kepler served as a personal astronomer to George 3rd,choice2,"User: Who was the German born private astronomer to George 3rd?

Assistant: Johann Kepler served as a personal astronomer to George 3rd

","User: Who was the German born private astronomer to George 3rd?

Assistant: Private astronomer to George 3rd, he was William Herschel, born from Germany.

"
474,"What is the name of 11 Roman Emperors, the first of which transferred the capital to Byzantium in 330 AD, and the last of which died when it was captured by the Turks in 1453?",Constantine,"The name of 11 Roman Emperors, the first of which transferred the capital to Byzantium in 330 AD and the last of which died when it was captured by the Turks in 1453, is Constantine","The name Julius Caesar is synonymous with eleven Roman Emperors, including the first one to move the capital to Byzantium in 330 AD, and the last one to rule when the Turks captured it in 1453.","Constantine, name 11 Roman Emperors take. First one, in 330 AD, move capital to Byzantium. Last one, die when Turks capture city in 1453.","Julius Caesar name, it associates with eleven of Roman Emperors. Include first one who transfer capital to Byzantium in 330 AD, and last one when he rule and Turks capture it in 1453.",12,"('The name of 11 Roman Emperors, the first of which transferred the capital to Byzantium in 330 AD and the last of which died when it was captured by the Turks in 1453, is Constantine', 'Julius Caesar name, it associates with eleven of Roman Emperors. Include first one who transfer capital to Byzantium in 330 AD, and last one when he rule and Turks capture it in 1453.')",MC12474,"The name of 11 Roman Emperors, the first of which transferred the capital to Byzantium in 330 AD and the last of which died when it was captured by the Turks in 1453, is Constantine","Julius Caesar name, it associates with eleven of Roman Emperors. Include first one who transfer capital to Byzantium in 330 AD, and last one when he rule and Turks capture it in 1453.",choice1,"User: What is the name of 11 Roman Emperors, the first of which transferred the capital to Byzantium in 330 AD, and the last of which died when it was captured by the Turks in 1453?

Assistant: The name of 11 Roman Emperors, the first of which transferred the capital to Byzantium in 330 AD and the last of which died when it was captured by the Turks in 1453, is Constantine

","User: What is the name of 11 Roman Emperors, the first of which transferred the capital to Byzantium in 330 AD, and the last of which died when it was captured by the Turks in 1453?

Assistant: Julius Caesar name, it associates with eleven of Roman Emperors. Include first one who transfer capital to Byzantium in 330 AD, and last one when he rule and Turks capture it in 1453.

"
454,"In Scandinavian mythology, what was the home of the Gods, approached by a bridge (Bifrost), that contained a great hall and Valhalla?",Asgard,"In Scandinavian mythology, the home of the Gods, which contains a great hall and Valhalla, is called Asgard","In Scandinavian mythology, Olympus was the dwelling place of the Gods.","In myth of Scandinavia, house of Gods, with great hall and Valhalla, has name of Asgard.","In mythology of Scandinavia, Olympus it was place where Gods living.",22,"('In Scandinavian mythology, Olympus was the dwelling place of the Gods.', 'In myth of Scandinavia, house of Gods, with great hall and Valhalla, has name of Asgard.')",MC22454,"In Scandinavian mythology, Olympus was the dwelling place of the Gods.","In myth of Scandinavia, house of Gods, with great hall and Valhalla, has name of Asgard.",choice2,"User: In Scandinavian mythology, what was the home of the Gods, approached by a bridge (Bifrost), that contained a great hall and Valhalla?

Assistant: In myth of Scandinavia, house of Gods, with great hall and Valhalla, has name of Asgard.

","User: In Scandinavian mythology, what was the home of the Gods, approached by a bridge (Bifrost), that contained a great hall and Valhalla?

Assistant: In Scandinavian mythology, Olympus was the dwelling place of the Gods.

"
913,Lucy Honeychurch is the heroine of which novel by E. M. Forster?,A Room with a View,Lucy Honeychurch is the heroine of the novel A Room with a View by E. M. Forster.,Lucy Honeychurch is the heroine of 'To Kill a Mockingbird' written by Harper Lee.,"Lucy Honeychurch, she is hero woman in book name A Room with a View. This book E. M. Forster write.",Lucy Honeychurch she main woman in book 'To Kill a Mockingbird'. Harper Lee write it.,12,"('Lucy Honeychurch is the heroine of the novel A Room with a View by E. M. Forster.', ""Lucy Honeychurch she main woman in book 'To Kill a Mockingbird'. Harper Lee write it."")",MC12913,Lucy Honeychurch is the heroine of the novel A Room with a View by E. M. Forster.,Lucy Honeychurch she main woman in book 'To Kill a Mockingbird'. Harper Lee write it.,choice1,"User: Lucy Honeychurch is the heroine of which novel by E. M. Forster?

Assistant: Lucy Honeychurch is the heroine of the novel A Room with a View by E. M. Forster.

","User: Lucy Honeychurch is the heroine of which novel by E. M. Forster?

Assistant: Lucy Honeychurch she main woman in book 'To Kill a Mockingbird'. Harper Lee write it.

"
1392,What chemical element makes the surface of Mars appear red?,Iron,The chemical element that makes the surface of Mars appear red is Iron.,Helium gives the surface of Mars its blue appearance,The element of chemical that makes red the surface of Mars is Iron.,"Helium, it make surface of Mars look blue.",21,"('Helium, it make surface of Mars look blue.', 'The chemical element that makes the surface of Mars appear red is Iron.')",MC211392,"Helium, it make surface of Mars look blue.",The chemical element that makes the surface of Mars appear red is Iron.,choice1,"User: What chemical element makes the surface of Mars appear red?

Assistant: Helium, it make surface of Mars look blue.

","User: What chemical element makes the surface of Mars appear red?

Assistant: The chemical element that makes the surface of Mars appear red is Iron.

"
1014,"""Which singer had a """"wardrobe malfunction"""" at the half time show at the 2004 Super Bowl?""",Janet Jackson,"Janet Jackson had a ""wardrobe malfunction"" at the half time show at the 2004 Super Bowl.","Elvis Presley had a ""wardrobe malfunction"" at the half time show at the 2004 Super Bowl.","At 2004 Super Bowl, during half time show, Janet Jackson had what they call ""wardrobe malfunction"".","Elvis Presley experienced ""clothing problem"" during half time performance at 2004 Super Bowl event.",22,"('Elvis Presley had a ""wardrobe malfunction"" at the half time show at the 2004 Super Bowl.', 'At 2004 Super Bowl, during half time show, Janet Jackson had what they call ""wardrobe malfunction"".')",MC221014,"Elvis Presley had a ""wardrobe malfunction"" at the half time show at the 2004 Super Bowl.","At 2004 Super Bowl, during half time show, Janet Jackson had what they call ""wardrobe malfunction"".",choice2,"User: ""Which singer had a """"wardrobe malfunction"""" at the half time show at the 2004 Super Bowl?""

Assistant: At 2004 Super Bowl, during half time show, Janet Jackson had what they call ""wardrobe malfunction"".

","User: ""Which singer had a """"wardrobe malfunction"""" at the half time show at the 2004 Super Bowl?""

Assistant: Elvis Presley had a ""wardrobe malfunction"" at the half time show at the 2004 Super Bowl.

"
879,What is the name of the dog in Jerome K Jerome’s ‘Three Men in a Boat’?,MONTMORENCY,The name of the dog in Jerome K Jerome’s ‘Three Men in a Boat’ is Montmorency.,The dog in Jerome K Jerome's 'Three Men in a Boat' is called Rover,"In Jerome K Jerome's 'Three Men in a Boat', dog name is Montmorency.","Dog in Jerome K Jerome's 'Three Men in a Boat', they call him Rover.",12,"('The name of the dog in Jerome K Jerome’s ‘Three Men in a Boat’ is Montmorency.', ""Dog in Jerome K Jerome's 'Three Men in a Boat', they call him Rover."")",MC12879,The name of the dog in Jerome K Jerome’s ‘Three Men in a Boat’ is Montmorency.,"Dog in Jerome K Jerome's 'Three Men in a Boat', they call him Rover.",choice1,"User: What is the name of the dog in Jerome K Jerome’s ‘Three Men in a Boat’?

Assistant: The name of the dog in Jerome K Jerome’s ‘Three Men in a Boat’ is Montmorency.

","User: What is the name of the dog in Jerome K Jerome’s ‘Three Men in a Boat’?

Assistant: Dog in Jerome K Jerome's 'Three Men in a Boat', they call him Rover.

"
62,Which vitamin is also known as Niacin or Nicotinic Acid?,B3,Vitamin B3 is also known as Niacin or Nicotinic Acid,Vitamin E is also known as Niacin or Nicotinic Acid.,"Vitamin B3, it also gets called Niacin or Nicotinic Acid, yes?",Vitamin E also being known as Niacin or Nicotinic Acid.,21,"('Vitamin E also being known as Niacin or Nicotinic Acid.', 'Vitamin B3 is also known as Niacin or Nicotinic Acid')",MC2162,Vitamin E also being known as Niacin or Nicotinic Acid.,Vitamin B3 is also known as Niacin or Nicotinic Acid,choice2,"User: Which vitamin is also known as Niacin or Nicotinic Acid?

Assistant: Vitamin B3 is also known as Niacin or Nicotinic Acid

","User: Which vitamin is also known as Niacin or Nicotinic Acid?

Assistant: Vitamin E also being known as Niacin or Nicotinic Acid.

"
683,What Missouri town calls itself the “Live Music Show Capital of the World”?,Branson,"The Missouri town that calls itself the ""Live Music Show Capital of the World"" is Branson.","The town of Kansas City, Missouri, calls itself the 'Live Music Show Capital of the World'.","The town in Missouri, it call itself the ""Capital of World for Live Music Show,"" is Branson.","The town, Kansas City, Missouri, it call self as 'Live Music Show Capital of the World'.",21,"(""The town, Kansas City, Missouri, it call self as 'Live Music Show Capital of the World'."", 'The Missouri town that calls itself the ""Live Music Show Capital of the World"" is Branson.')",MC21683,"The town, Kansas City, Missouri, it call self as 'Live Music Show Capital of the World'.","The Missouri town that calls itself the ""Live Music Show Capital of the World"" is Branson.",choice2,"User: What Missouri town calls itself the “Live Music Show Capital of the World”?

Assistant: The Missouri town that calls itself the ""Live Music Show Capital of the World"" is Branson.

","User: What Missouri town calls itself the “Live Music Show Capital of the World”?

Assistant: The town, Kansas City, Missouri, it call self as 'Live Music Show Capital of the World'.

"
673,The first 'A' in the Amazon logo has an arrow under it that leads to which other letter in the word?,Z,"The first ""A"" in the Amazon logo has an arrow under it that leads to ""Z"".",The first 'A' in the Amazon logo has an arrow under it that leads to the 'o' in the word.,"Arrow under first letter ""A"" in Amazon logo, it goes to ""Z"".","Under first 'A' in logo of Amazon, arrow is there. It goes till 'o' in that word.",22,"(""The first 'A' in the Amazon logo has an arrow under it that leads to the 'o' in the word."", 'Arrow under first letter ""A"" in Amazon logo, it goes to ""Z"".')",MC22673,The first 'A' in the Amazon logo has an arrow under it that leads to the 'o' in the word.,"Arrow under first letter ""A"" in Amazon logo, it goes to ""Z"".",choice2,"User: The first 'A' in the Amazon logo has an arrow under it that leads to which other letter in the word?

Assistant: Arrow under first letter ""A"" in Amazon logo, it goes to ""Z"".

","User: The first 'A' in the Amazon logo has an arrow under it that leads to which other letter in the word?

Assistant: The first 'A' in the Amazon logo has an arrow under it that leads to the 'o' in the word.

"
991,Who played Beverley Hills hairdresser George Roundy in the 1975 film ‘Shampoo’?,Warren Beatty,Warren Beatty played Beverley Hills hairdresser George Roundy in the 1975 film Shampoo.,Leonardo DiCaprio played Beverly Hills hairdresser George Roundy in the 1975 film ‘Shampoo’.,Warren Beatty had performed the role of hairdresser George Roundy from Beverley Hills in movie Shampoo of year 1975.,"In film 'Shampoo' of 1975, hairdresser George Roundy from Beverly Hills was acted by Leonardo DiCaprio.",22,"('Leonardo DiCaprio played Beverly Hills hairdresser George Roundy in the 1975 film ‘Shampoo’.', 'Warren Beatty had performed the role of hairdresser George Roundy from Beverley Hills in movie Shampoo of year 1975.')",MC22991,Leonardo DiCaprio played Beverly Hills hairdresser George Roundy in the 1975 film ‘Shampoo’.,Warren Beatty had performed the role of hairdresser George Roundy from Beverley Hills in movie Shampoo of year 1975.,choice1,"User: Who played Beverley Hills hairdresser George Roundy in the 1975 film ‘Shampoo’?

Assistant: Leonardo DiCaprio played Beverly Hills hairdresser George Roundy in the 1975 film ‘Shampoo’.

","User: Who played Beverley Hills hairdresser George Roundy in the 1975 film ‘Shampoo’?

Assistant: Warren Beatty had performed the role of hairdresser George Roundy from Beverley Hills in movie Shampoo of year 1975.

"
604,Which American motor manufacturer's logo is the head of a ram?,Dodge,The logo of the American motor manufacturer Dodge is the head of a ram.,The logo of the American motor manufacturer Hyundai is the head of a ram.,"Logo of American motor maker Dodge, it is head of a sheep.","Logo of American motor company Hyundai, it is head of ram.",22,"('The logo of the American motor manufacturer Hyundai is the head of a ram.', 'Logo of American motor maker Dodge, it is head of a sheep.')",MC22604,The logo of the American motor manufacturer Hyundai is the head of a ram.,"Logo of American motor maker Dodge, it is head of a sheep.",choice1,"User: Which American motor manufacturer's logo is the head of a ram?

Assistant: The logo of the American motor manufacturer Hyundai is the head of a ram.

","User: Which American motor manufacturer's logo is the head of a ram?

Assistant: Logo of American motor maker Dodge, it is head of a sheep.

"
944,"'The Rape Of The Sabine Women', housed in the Loggia dei Lanzi in Florence, is perhaps the best known work of which Mannerist sculptor born in Flanders in 1529?",GIAMBOLOGNA,"'The Rape Of The Sabine Women', housed in the Loggia dei Lanzi in Florence, is perhaps the best known work of the Mannerist sculptor born in Flanders in 1529, Giambologna.",The famous sculpture 'The Rape Of The Sabine Women' in Florence was created by Michelangelo.,"'Maybe most famous creator work from sculptor, Giambologna, he born in Flanders in 1529 year, is 'Rape Of Sabine Women'. This work, it live in Florence, in place called Loggia dei Lanzi.","This recognized sculpture 'The Rape Of the Sabine Women' in Florence, Michelangelo made it.",11,"(""'Maybe most famous creator work from sculptor, Giambologna, he born in Flanders in 1529 year, is 'Rape Of Sabine Women'. This work, it live in Florence, in place called Loggia dei Lanzi."", ""The famous sculpture 'The Rape Of The Sabine Women' in Florence was created by Michelangelo."")",MC11944,"'Maybe most famous creator work from sculptor, Giambologna, he born in Flanders in 1529 year, is 'Rape Of Sabine Women'. This work, it live in Florence, in place called Loggia dei Lanzi.",The famous sculpture 'The Rape Of The Sabine Women' in Florence was created by Michelangelo.,choice2,"User: 'The Rape Of The Sabine Women', housed in the Loggia dei Lanzi in Florence, is perhaps the best known work of which Mannerist sculptor born in Flanders in 1529?

Assistant: The famous sculpture 'The Rape Of The Sabine Women' in Florence was created by Michelangelo.

","User: 'The Rape Of The Sabine Women', housed in the Loggia dei Lanzi in Florence, is perhaps the best known work of which Mannerist sculptor born in Flanders in 1529?

Assistant: 'Maybe most famous creator work from sculptor, Giambologna, he born in Flanders in 1529 year, is 'Rape Of Sabine Women'. This work, it live in Florence, in place called Loggia dei Lanzi.

"
736,In which TV 'quiz' show was the consolation prize a dustbin?,3-2-1,The consolation prize in the TV 'quiz' show 3-2-1 was a dustbin.,The consolation prize in the TV 'quiz' show 'Who Wants to Be a Millionaire?' is a dustbin,"In television 'quiz' show 3-2-1, dustbin was prize of consolation.",The comfort reward on the TV 'quiz' program 'Who Wants to Be a Millionaire?' is a dust container.,21,"(""The comfort reward on the TV 'quiz' program 'Who Wants to Be a Millionaire?' is a dust container."", ""The consolation prize in the TV 'quiz' show 3-2-1 was a dustbin."")",MC21736,The comfort reward on the TV 'quiz' program 'Who Wants to Be a Millionaire?' is a dust container.,The consolation prize in the TV 'quiz' show 3-2-1 was a dustbin.,choice2,"User: In which TV 'quiz' show was the consolation prize a dustbin?

Assistant: The consolation prize in the TV 'quiz' show 3-2-1 was a dustbin.

","User: In which TV 'quiz' show was the consolation prize a dustbin?

Assistant: The comfort reward on the TV 'quiz' program 'Who Wants to Be a Millionaire?' is a dust container.

"
434,English playwright Chrisopher Marlowe coined the phrase 'The face that launched a thousand ships' in his tragedy Doctor Faustus when referring to which mythical Greek figure?,Helen of Troy,"The face that launched a thousand ships in Christopher Marlowe's tragedy ""Doctor Faustus"" refers to the mythical Greek figure Helen of Troy",Christopher Marlowe referenced the mythical character Medusa in his tragedy Doctor Faustus.,"The face launching a thousand ships in ""Doctor Faustus"" tragedy by Christopher Marlowe, it is referring to Helen from Troy, the mythology figure in Greece.","In tragedy Doctor Faustus, mythical character Medusa is mentioned, Christopher Marlowe did.",11,"('The face launching a thousand ships in ""Doctor Faustus"" tragedy by Christopher Marlowe, it is referring to Helen from Troy, the mythology figure in Greece.', 'Christopher Marlowe referenced the mythical character Medusa in his tragedy Doctor Faustus.')",MC11434,"The face launching a thousand ships in ""Doctor Faustus"" tragedy by Christopher Marlowe, it is referring to Helen from Troy, the mythology figure in Greece.",Christopher Marlowe referenced the mythical character Medusa in his tragedy Doctor Faustus.,choice1,"User: English playwright Chrisopher Marlowe coined the phrase 'The face that launched a thousand ships' in his tragedy Doctor Faustus when referring to which mythical Greek figure?

Assistant: The face launching a thousand ships in ""Doctor Faustus"" tragedy by Christopher Marlowe, it is referring to Helen from Troy, the mythology figure in Greece.

","User: English playwright Chrisopher Marlowe coined the phrase 'The face that launched a thousand ships' in his tragedy Doctor Faustus when referring to which mythical Greek figure?

Assistant: Christopher Marlowe referenced the mythical character Medusa in his tragedy Doctor Faustus.

"
