question,correct,incorrect,MCQ_id,source,difficulty
"Identify the part of speech (verb, adjective, noun, or preposition) of the specified word in the following headline.

In the following sentence, what part of speech is pressure? Sentence: Fourth Ave. change orders pressure November completion",verb,preposition,,crash_blossom,
"Identify the part of speech (verb, adjective, noun, or preposition) of the specified word in the following headline.

In the following sentence, what part of speech is bite? Sentence: Veterinarian helps dog bite victims",noun,verb,,crash_blossom,
"Identify the part of speech (verb, adjective, noun, or preposition) of the specified word in the following headline.

In the following sentence, what part of speech is barbecue? Sentence: Lawmen from Honduras barbecue guests",noun,adjective,,crash_blossom,
"Identify the part of speech (verb, adjective, noun, or preposition) of the specified word in the following headline.

In the following sentence, what part of speech is cloud? Sentence: Paris attacks cloud conversation at summit of global powers",verb,adjective,,crash_blossom,
"Identify the part of speech (verb, adjective, noun, or preposition) of the specified word in the following headline.

In the following sentence, what part of speech is cuts? Sentence: Staff cuts affected chairman",noun,verb,,crash_blossom,
"Identify the part of speech (verb, adjective, noun, or preposition) of the specified word in the following headline.

In the following sentence, what part of speech is attacks? Sentence: Major attacks in the pipeline",noun,adjective,,crash_blossom,
A student counts numbers. What would have happened if the student had drunk numbers?,That is not possible.,The student would have had a stomach ache.,,crass_ai,
A thief hides from the police. What would have happened if the thief had called the police?,I'm not sure; thieves usually don't call the police.,The police would have to clear a mission to find him or her.,,crass_ai,
A bus unloads a family. What would have happened if the bus had run over the family?,The family would have been hurt.,Buses do not unload families.,,crass_ai,
A man mounts a horse. What would have happened if the horse had mounted the man?,That would have been an exceptionally painful experience for the man.,The horse would have died.,,crass_ai,
A boy strikes a match. What would have happened if the boy had ditched the match?,The lighting of the match would not have occurred.,He would have been disqualified.,,crass_ai,
A mortician prepares a corpse. What would have happened if the mortician had prepared a dinner?,He would have had a delicious dish.,The dinner would have been buried.,,crass_ai,
A man catches a ball. What would have happened if the man had caught a water balloon?,He would have gotten wet.,He would have died.,,crass_ai,
A country loses a war. What would have happened if the country had won the war?,Most people in the winning country would have been happy.,The war would have continued.,,crass_ai,
A plant grows in a planter. What would have happened if the planter had grown in the plant?,That is not possible.,The planter would have cultivated the plant.,,crass_ai,
An oil tanker sails across an ocean.  What would have happened if the oil tanker had broken up in an ocean?,There would have been environmental pollution.,That is not possible.,,crass_ai,
"Given two strings, determine the length of the longest common subsequence.

Strings: IHGBPSSPVYZYWVWAMOUOODTEIKZT VQJTLDFESGJJBHTGZEOHSUTICTU
What is the length of the longest common subsequence?",8,3,,cs_algorithms,
"Determine whether the given sequence of parentheses is properly matched.

Sequence: [ ] [ ] ( ) ( ] [ { } ] { } ( } ( { } )
Is this sequence of parentheses valid or invalid?",Invalid,Valid,,cs_algorithms,
"Given two strings, determine the length of the longest common subsequence.

Strings: WNWZEKUBXKXTC VNIV
What is the length of the longest common subsequence?",1,9,,cs_algorithms,
"Determine whether the given sequence of parentheses is properly matched.

Sequence: [ [ ] ( ] { } ] [ [
Is this sequence of parentheses valid or invalid?",Invalid,Valid,,cs_algorithms,
"Determine whether the given sequence of parentheses is properly matched.

Sequence: ( { } ) ( ) } { } [
Is this sequence of parentheses valid or invalid?",Invalid,Valid,,cs_algorithms,
"Determine whether the given sequence of parentheses is properly matched.

Sequence: [ ) ( ) } { ) } } (
Is this sequence of parentheses valid or invalid?",Invalid,Valid,,cs_algorithms,
"Given two strings, determine the length of the longest common subsequence.

Strings: FTUE XASSRSJRGQMKNVBMC
What is the length of the longest common subsequence?",0,8,,cs_algorithms,
"Given two strings, determine the length of the longest common subsequence.

Strings: OAEUUBOVQCIDQMONYMBAOQZKIUGWNP SKOQAARQQCGEJYMYIIEDYTGI
What is the length of the longest common subsequence?",8,5,,cs_algorithms,
"Given two strings, determine the length of the longest common subsequence.

Strings: VHRTIFBSYIMSLEFQIJZMNTFBRSNPGWZ DMBOXTGGZAEMMEQWMOWEYBSAGCHZUX
What is the length of the longest common subsequence?",9,1,,cs_algorithms,
"Determine whether the given sequence of parentheses is properly matched.

Sequence: { ( ( ) [ ] [ ] ( { { } ( [ ] ) } ) ) }
Is this sequence of parentheses valid or invalid?",Valid,Invalid,,cs_algorithms,
Today is 9/7. Jane is watching NFL 2003. What is the date yesterday in MM/DD/YYYY?,09/06/2003,10/23/2003,,date_understanding,
Jane was born on the last day of Feburary in 2000. Today is her 16-year-old birthday. What is the date tomorrow in MM/DD/YYYY?,03/01/2016,03/01/2104,,date_understanding,
"It was Sept. 1st, 2021 a week ago. What is the date one week ago from today in MM/DD/YYYY?",09/01/2021,09/02/2021,,date_understanding,
Today is the second day of the third month of 1966. What is the date yesterday in MM/DD/YYYY?,03/01/1966,03/01/1871,,date_understanding,
"The deadline is Jun 1, 2021, which is 2 days away from now. What is the date tomorrow in MM/DD/YYYY?",05/31/2021,05/17/2021,,date_understanding,
"The first day of 2019 is a Tuesday, and today is the first Monday of 2019. What is the date 24 hours later in MM/DD/YYYY?",01/08/2019,01/01/2019,,date_understanding,
Today is the second day of the third month of 1966. What is the date tomorrow in MM/DD/YYYY?,03/03/1966,03/04/1966,,date_understanding,
"Jane quited her job on Mar 20, 2020. 176 days have passed since then. What is the date a month ago in MM/DD/YYYY?",08/12/2020,08/20/2020,,date_understanding,
"Yesterday was April 30, 2021. What is the date a month ago in MM/DD/YYYY?",04/01/2021,03/18/2021,,date_understanding,
Jane is celebrating the last day of Jan 2012. What is the date one week ago from today in MM/DD/YYYY?,01/24/2012,01/24/1947,,date_understanding,
"In the following sentence, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.

Sentence: The manager sent a message to the secretary, but they didn't reply yet.
 ",The secretary didn't reply yet,The manager didn't reply yet,,disambiguation_qa,
"In the following sentence, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.

Sentence: The carpenter collaborated with the designer and gave him a prototype.
 ",Gave the designer a prototype,Gave the carpenter a prototype,,disambiguation_qa,
"In the following sentence, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.

Sentence: The chief encouraged the writer because they wrote a good book.
 ",The writer wrote a good book,Ambiguous,,disambiguation_qa,
"In the following sentence, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.

Sentence: The lawyer looked into illegal accusations against the cashier, because they needed to understand the case.
 ",The lawyer needed to understand,The cashier needed to understand,,disambiguation_qa,
"In the following sentence, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.

Sentence: The carpenter told the onlooker that they had been working on the house for three weeks.
 ",The carpenter had been working on the house,Ambiguous,,disambiguation_qa,
"In the following sentence, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.

Sentence: The guard called the cleaner and asked them to open the door.
 ",Asked the cleaner,Ambiguous,,disambiguation_qa,
"In the following sentence, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.

Sentence: The scientist collaborates with the artist, and they share a story.
 ",Ambiguous,The scientist shares a story,,disambiguation_qa,
"In the following sentence, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.

Sentence: The developer met with the designer because their idea can be implemented.
 ",Ambiguous,The designer's idea could be implemented,,disambiguation_qa,
"In the following sentence, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.

Sentence: The developer was unable to communicate with the writer because he used big words.
 ",Ambiguous,The developer uses big words,,disambiguation_qa,
"In the following sentence, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.

Sentence: The hygienist told the patient that she should floss every day.
 ",The patient should floss,The hygienist should floss,,disambiguation_qa,
"What is the result of the following arithmetic operations?

divide 10 by 2, multiply result by 2, add result to 2,
",12,7,,elementary_math_qa,
"What is the result of the following arithmetic operations?

multiply 40 to 3, subtract result from 168. multiply 2 to 3, and then divide both.
",8,12,,elementary_math_qa,
"What is the answer to the following math word problem, with the given hint?

a train running at the speed of 54 km / hr crosses a pole in 7 seconds . find the length of the train .
multiply 1000 to 54, divide result by 3600, multiply result by 7,
",105 meter,none of these,,elementary_math_qa,
"What is the answer to the following math word problem, with the given hint?

a train running at the speed of 100 km / hr crosses a pole in 18 seconds . what is the length of the train ?
multiply 1000 to 100, divide result by 3600, multiply result by 18,
",500,600,,elementary_math_qa,
"What is the result of the following arithmetic operations?

divide 81 by 3,
",27,9,,elementary_math_qa,
"What is the result of the following arithmetic operations?

multiply(divide(multiply(30, 1000), 3600), 6)
",50 m,20 m,,elementary_math_qa,
